wellness_id,daily_sleep_hours,social_support_score,physical_activity_hours,Sleep_Quality_Score
W-102160,4.3,7,1.3,1
W-102165,4.3,7,0.3,1
W-102167,4.3,7,0.9,1
W-102173,4.3,7,0.8,1
W-102208,4.3,7,0,1
W-102269,4.3,7,0.7,1
W-102270,4.3,7,0.5,1
W-102278,4.3,7,1.8,1
W-102296,4.3,7,1.6,1
W-102357,4.3,7,1.4,1
W-102374,4.3,7,1.2,1
W-102400,4.3,7,0.6,1
W-102475,4.4,7,2,1
W-102476,4.4,7,0.7,1
W-102491,4.4,7,0.6,1
W-102493,4.4,7,0.4,1
W-102517,4.4,7,1.3,1
W-102547,4.4,7,0.1,1
W-102578,4.4,7,1.2,1
W-102630,4.4,7,1.1,1
W-102641,4.4,7,1,1
W-102687,4.4,7,1.7,1
W-102699,4.4,7,0.5,1
W-102757,4.4,7,1.6,1
W-102788,4.4,7,0.2,1
W-102889,4.4,7,0,1
W-102890,4.4,7,0.3,1
W-102922,4.4,7,1.5,1
W-102932,4.4,7,1.9,1
W-102935,4.4,7,1.8,1
W-102968,4.4,7,0.9,1
W-102982,4.4,7,0.8,1
W-102990,4.4,7,1.4,1
W-103052,4.5,7,0.5,1
W-103153,4.5,7,1.8,1
W-103154,4.5,7,1.2,1
W-103166,4.5,7,1.3,1
W-103179,4.5,7,2,1
W-103195,4.5,7,0.9,1
W-103209,4.5,7,0.8,1
W-103226,4.5,7,0.1,1
W-103289,4.5,7,1.9,1
W-103414,4.5,7,0.6,1
W-103485,4.5,7,1.7,1
W-103492,4.5,7,1.6,1
W-103512,4.5,7,1,1
W-103518,4.5,7,1.1,1
W-103526,4.5,7,0.7,1
W-103530,4.5,7,0,1
W-103536,4.5,7,1.4,1
W-103554,4.5,7,0.3,1
W-103628,4.5,7,0.4,1
W-103638,4.5,7,0.2,1
W-103687,4.6,7,0,1
W-103780,4.6,7,1.2,1
W-103793,4.6,7,1.3,1
W-103805,4.6,7,0.3,1
W-103850,4.6,7,1.9,1
W-103853,4.6,7,0.6,1
W-103870,4.6,7,2,1
W-103909,4.6,7,0.5,1
W-103926,4.6,7,1.5,1
W-103933,4.6,7,0.8,1
W-103957,4.6,7,1.7,1
W-104013,4.6,7,0.4,1
W-104043,4.6,7,0.7,1
W-104054,4.6,7,0.9,1
W-104056,4.6,7,0.1,1
W-104099,4.6,7,1,1
W-104119,4.6,7,1.4,1
W-104129,4.6,7,0.2,1
W-104153,4.6,7,1.8,1
W-104184,4.6,7,1.1,1
W-104238,4.6,7,1.6,1
W-104330,4.7,7,0.9,1
W-104355,4.7,7,0.4,1
W-104404,4.7,7,2,1
W-104459,4.7,7,0.3,1
W-104471,4.7,7,1.9,1
W-104482,4.7,7,1.1,1
W-104496,4.7,7,1.3,1
W-104538,4.7,7,1.2,1
W-104544,4.7,7,0.6,1
W-104580,4.7,7,1.7,1
W-104605,4.7,7,0.2,1
W-104609,4.7,7,1.5,1
W-104654,4.7,7,1.4,1
W-104718,4.7,7,0.1,1
W-104729,4.7,7,1.6,1
W-104743,4.7,7,1,1
W-104757,4.7,7,1.8,1
W-104762,4.7,7,0.7,1
W-104777,4.7,7,0.5,1
W-104779,4.7,7,0,1
W-104875,4.7,7,0.8,1
W-104921,4.8,7,1.6,1
W-104931,4.8,7,0.4,1
W-104969,4.8,7,0.1,1
W-105013,4.8,7,0.9,1
W-105025,4.8,7,1.7,1
W-105072,4.8,7,0,1
W-105140,4.8,7,0.3,1
W-105147,4.8,7,2,1
W-105186,4.8,7,1.4,1
W-105228,4.8,7,0.8,1
W-105274,4.8,7,0.6,1
W-105305,4.8,7,1.8,1
W-105314,4.8,7,0.7,1
W-105344,4.8,7,0.5,1
W-105356,4.8,7,1.9,1
W-105398,4.8,7,0.2,1
W-105410,4.8,7,1,1
W-105414,4.8,7,1.5,1
W-105415,4.8,7,1.3,1
W-105442,4.8,7,1.2,1
W-105523,4.8,7,1.1,1
W-105553,4.9,7,1.9,1
W-105567,4.9,7,2,1
W-105569,4.9,7,0.7,1
W-105571,4.9,7,1.5,1
W-105596,4.9,7,1.7,1
W-105669,4.9,7,0.4,1
W-105758,4.9,7,1.6,1
W-105796,4.9,7,0.1,1
W-105802,4.9,7,1.1,1
W-105805,4.9,7,1,1
W-105828,4.9,7,1.2,1
W-105833,4.9,7,0.6,1
W-105861,4.9,7,0.9,1
W-105913,4.9,7,1.3,1
W-105923,4.9,7,1.8,1
W-105967,4.9,7,1.4,1
W-105971,4.9,7,0.3,1
W-106007,4.9,7,0.2,1
W-106026,4.9,7,0.5,1
W-106027,4.9,7,0.8,1
W-106156,5,7,0.1,1
W-106161,5,7,1.1,1
W-106229,5,7,1.8,1
W-106300,5,7,1.9,1
W-106315,5,7,1.4,1
W-106330,5,7,0.9,1
W-106351,5,7,1.6,1
W-106373,5,7,0,1
W-106398,5,7,0.3,1
W-106453,5,7,0.6,1
W-106455,5,7,0.7,1
W-106456,5,7,1.2,1
W-106461,5,7,0.4,1
W-106475,5,7,0.2,1
W-106519,5,7,0.8,1
W-106590,5,7,1.5,1
W-106651,5,7,1.3,1
W-106723,5,7,2,1
W-106727,5,7,1,1
W-106735,5,7,0.5,1
W-106738,5,7,1.7,1
W-106816,5.1,7,2,1
W-106824,5.1,7,1.8,1
W-106867,5.1,7,0.9,1
W-106887,5.1,7,0.6,1
W-106936,5.1,7,0,1
W-106937,5.1,7,1.6,1
W-106982,5.1,7,0.1,1
W-106999,5.1,7,0.3,1
W-107002,5.1,7,1.1,1
W-107004,5.1,7,0.4,1
W-107026,5.1,7,1.5,1
W-107030,5.1,7,0.2,1
W-107053,5.1,7,0.8,1
W-107056,5.1,7,1.2,1
W-107093,5.1,7,1.3,1
W-107145,5.1,7,1.9,1
W-107174,5.1,7,1,1
W-107203,5.1,7,1.4,1
W-107246,5.1,7,1.7,1
W-107286,5.1,7,0.7,1
W-107299,5.1,7,0.5,1
W-107438,5.2,7,0.3,1
W-107471,5.2,7,0,1
W-107542,5.2,7,0.1,1
W-107579,5.2,7,2,1
W-107588,5.2,7,1.1,1
W-107625,5.2,7,1.6,1
W-107697,5.2,7,0.9,1
W-107769,5.2,7,1.7,1
W-107770,5.2,7,0.8,1
W-107877,5.2,7,1.8,1
W-107898,5.2,7,1.5,1
W-107901,5.2,7,1.3,1
W-107908,5.2,7,1.2,1
W-107936,5.2,7,0.2,1
W-107938,5.2,7,0.7,1
W-107956,5.2,7,1.4,1
W-107984,5.2,7,0.6,1
W-107985,5.2,7,1.9,1
W-107994,5.2,7,0.5,1
W-107998,5.2,7,0.4,1
W-108009,5.2,7,1,1
W-108030,5.3,7,0.3,1
W-108084,5.3,7,0,1
W-108108,5.3,7,0.9,1
W-108109,5.3,7,0.8,1
W-108146,5.3,7,0.2,1
W-108163,5.3,7,0.6,1
W-108184,5.3,7,1.6,1
W-108194,5.3,7,2,1
W-108238,5.3,7,1.8,1
W-108298,5.3,7,1.2,1
W-108327,5.3,7,0.1,1
W-108350,5.3,7,1.5,1
W-108356,5.3,7,1.3,1
W-108463,5.3,7,0.5,1
W-108497,5.3,7,0.7,1
W-108512,5.3,7,1.1,1
W-108515,5.3,7,1,1
W-108527,5.3,7,1.9,1
W-108529,5.3,7,1.7,1
W-108553,5.3,7,1.4,1
W-108597,5.3,7,0.4,1
W-108668,5.4,7,0.1,1
W-108669,5.4,7,1.8,1
W-108712,5.4,7,1.2,1
W-108716,5.4,7,1.9,1
W-108723,5.4,7,0.3,1
W-108775,5.4,7,1,1
W-108849,5.4,7,0.4,1
W-108870,5.4,7,1.3,1
W-108911,5.4,7,0,1
W-108935,5.4,7,0.6,1
W-108958,5.4,7,0.7,1
W-109042,5.4,7,1.1,1
W-109052,5.4,7,1.6,1
W-109067,5.4,7,1.4,1
W-109079,5.4,7,2,1
W-109082,5.4,7,0.9,1
W-109091,5.4,7,0.2,1
W-109123,5.4,7,0.8,1
W-109167,5.4,7,0.5,1
W-109198,5.4,7,1.5,1
W-109242,5.4,7,1.7,1
W-109303,5.5,7,0.9,1
W-109388,5.5,7,1.3,1
W-109448,5.5,7,0.3,1
W-109457,5.5,7,0.2,1
W-109483,5.5,7,1.6,1
W-109495,5.5,7,1.2,1
W-109510,5.5,7,0.7,1
W-109511,5.5,7,0.6,1
W-109541,5.5,7,1.5,1
W-109556,5.5,7,0.4,1
W-109570,5.5,7,1.1,1
W-109605,5.5,7,0.1,1
W-109608,5.5,7,0,1
W-109639,5.5,7,1.4,1
W-109646,5.5,7,2,1
W-109726,5.5,7,1.9,1
W-109741,5.5,7,0.8,1
W-109780,5.5,7,1.7,1
W-109789,5.5,7,0.5,1
W-109842,5.5,7,1,1
W-109858,5.5,7,1.8,1
W-109881,5.6,7,0.3,1
W-109941,5.6,7,1.6,1
W-109980,5.6,7,0.4,1
W-110027,5.6,7,0.2,1
W-110035,5.6,7,1.8,1
W-110043,5.6,7,0.6,1
W-110094,5.6,7,1.5,1
W-110123,5.6,7,1.1,1
W-110127,5.6,7,0.9,1
W-110148,5.6,7,0.8,1
W-110162,5.6,7,1.3,1
W-110204,5.6,7,0.5,1
W-110223,5.6,7,1,1
W-110288,5.6,7,0.7,1
W-110341,5.6,7,1.4,1
W-110349,5.6,7,1.2,1
W-110393,5.6,7,1.7,1
W-110400,5.6,7,1.9,1
W-110405,5.6,7,0.1,1
W-110460,5.6,7,2,1
W-110506,5.7,7,1.8,1
W-110516,5.7,7,1.2,1
W-110544,5.7,7,1.7,1
W-110562,5.7,7,0.7,1
W-110582,5.7,7,1.5,1
W-110632,5.7,7,0.3,1
W-110637,5.7,7,0.1,1
W-110662,5.7,7,2,1
W-110687,5.7,7,1.6,1
W-110703,5.7,7,1,1
W-110734,5.7,7,1.4,1
W-110779,5.7,7,0,1
W-110808,5.7,7,0.4,1
W-110832,5.7,7,0.2,1
W-110850,5.7,7,1.9,1
W-110886,5.7,7,0.8,1
W-110888,5.7,7,0.5,1
W-110892,5.7,7,1.1,1
W-110915,5.7,7,0.6,1
W-110935,5.7,7,0.9,1
W-111032,5.7,7,1.3,1
W-111126,5.8,7,0.7,1
W-111184,5.8,7,1,1
W-111193,5.8,7,1.5,1
W-111195,5.8,7,0.4,1
W-111223,5.8,7,0.1,1
W-111236,5.8,7,0.9,1
W-111289,5.8,7,0,1
W-111311,5.8,7,2,1
W-111341,5.8,7,0.2,1
W-111367,5.8,7,1.6,1
W-111389,5.8,7,1.7,1
W-111398,5.8,7,0.8,1
W-111407,5.8,7,1.4,1
W-111456,5.8,7,1.8,1
W-111475,5.8,7,0.5,1
W-111498,5.8,7,0.6,1
W-111516,5.8,7,1.3,1
W-111540,5.8,7,1.2,1
W-111541,5.8,7,0.3,1
W-111554,5.8,7,1.1,1
W-111693,5.8,7,1.9,1
W-111745,5.9,7,1.6,1
W-111764,5.9,7,0.6,1
W-111827,5.9,7,1.3,1
W-111858,5.9,7,0.2,1
W-111862,5.9,7,1,1
W-111911,5.9,7,1.7,1
W-111956,5.9,7,0.8,1
W-112020,5.9,7,1.5,1
W-112148,5.9,7,0.1,1
W-112156,5.9,7,0.5,1
W-112177,5.9,7,0.9,1
W-112187,5.9,7,1.2,1
W-112189,5.9,7,1.8,1
W-112229,5.9,7,1.9,1
W-112245,5.9,7,1.1,1
W-112250,5.9,7,0.7,1
W-112288,5.9,7,2,1
W-112312,5.9,7,0.4,1
W-112319,5.9,7,1.4,1
W-112339,5.9,7,0.3,1
W-112400,6,7,1.7,1
W-112408,6,7,0.4,1
W-112446,6,7,0.7,1
W-112486,6,7,0.1,1
W-112554,6,7,0.8,1
W-112560,6,7,1,1
W-112601,6,7,1.4,1
W-112603,6,7,0.9,1
W-112684,6,7,0.2,1
W-112754,6,7,1.9,1
W-112786,6,7,0.6,1
W-112797,6,7,0.5,1
W-112808,6,7,1.3,1
W-112816,6,7,1.6,1
W-112823,6,7,1.5,1
W-112843,6,7,1.1,1
W-112867,6,7,2,1
W-112881,6,7,1.8,1
W-112891,6,7,1.2,1
W-112955,6,7,0,1
W-112974,6,7,0.3,1
W-112996,6.1,7,1.7,1
W-113063,6.1,7,1.5,1
W-113106,6.1,7,1,1
W-113139,6.1,7,1.9,1
W-113162,6.1,7,1.8,1
W-113179,6.1,7,0.1,1
W-113189,6.1,7,0,1
W-113245,6.1,7,0.6,1
W-113273,6.1,7,1.6,1
W-113276,6.1,7,1.2,1
W-113289,6.1,7,0.5,1
W-113292,6.1,7,0.3,1
W-113387,6.1,7,1.1,1
W-113417,6.1,7,0.7,1
W-113440,6.1,7,0.2,1
W-113443,6.1,7,2,1
W-113476,6.1,7,1.4,1
W-113500,6.1,7,0.8,1
W-113551,6.1,7,0.4,1
W-113568,6.1,7,0.9,1
W-113574,6.1,7,1.3,1
W-113625,6.2,7,0.6,1
W-113689,6.2,7,1.6,1
W-113714,6.2,7,1.2,1
W-113743,6.2,7,1,1
W-113786,6.2,7,1.5,1
W-113787,6.2,7,0.4,1
W-113815,6.2,7,0.2,1
W-113847,6.2,7,0.1,1
W-113853,6.2,7,1.1,1
W-113862,6.2,7,0.7,1
W-113892,6.2,7,0.9,1
W-113901,6.2,7,1.9,1
W-113917,6.2,7,1.7,1
W-113925,6.2,7,0.5,1
W-114001,6.2,7,1.3,1
W-114004,6.2,7,0.8,1
W-114058,6.2,7,1.4,1
W-114086,6.2,7,0.3,1
W-114088,6.2,7,2,1
W-114148,6.2,7,0,1
W-114219,6.2,7,1.8,1
W-114234,6.3,7,1.3,1
W-114258,6.3,7,1.6,1
W-114298,6.3,7,1,1
W-114323,6.3,7,0.1,1
W-114336,6.3,7,0.4,1
W-114381,6.3,7,2,1
W-114424,6.3,7,0.3,1
W-114438,6.3,7,1.4,1
W-114535,6.3,7,0.2,1
W-114564,6.3,7,1.9,1
W-114625,6.3,7,1.2,1
W-114647,6.3,7,1.5,1
W-114661,6.3,7,0.8,1
W-114671,6.3,7,0.5,1
W-114686,6.3,7,1.8,1
W-114695,6.3,7,0.6,1
W-114713,6.3,7,0,1
W-114728,6.3,7,0.9,1
W-114784,6.3,7,1.7,1
W-114813,6.3,7,0.7,1
W-114835,6.3,7,1.1,1
W-114856,6.4,7,1.5,1
W-114894,6.4,7,0.8,1
W-114910,6.4,7,0.4,1
W-115049,6.4,7,1,1
W-115056,6.4,7,2,1
W-115095,6.4,7,1.4,1
W-115139,6.4,7,0.1,1
W-115154,6.4,7,1.3,1
W-115170,6.4,7,1.9,1
W-115203,6.4,7,0.2,1
W-115209,6.4,7,1.8,1
W-115216,6.4,7,0,1
W-115235,6.4,7,0.3,1
W-115242,6.4,7,1.2,1
W-115276,6.4,7,0.5,1
W-115369,6.4,7,0.9,1
W-115373,6.4,7,1.1,1
W-115376,6.4,7,1.7,1
W-115420,6.4,7,1.6,1
W-115450,6.4,7,0.7,1
W-115467,6.4,7,0.6,1
W-115474,6.5,7,1.1,1
W-115525,6.5,7,1.6,1
W-115550,6.5,7,0.9,1
W-115573,6.5,7,0.2,1
W-115602,6.5,7,1.5,1
W-115643,6.5,7,1.3,1
W-115647,6.5,7,2,1
W-115664,6.5,7,0.7,1
W-115668,6.5,7,0.6,1
W-115693,6.5,7,0.1,1
W-115720,6.5,7,0.8,1
W-115726,6.5,7,0.5,1
W-115789,6.5,7,1.7,1
W-115866,6.5,7,1.4,1
W-115909,6.5,7,1.2,1
W-115926,6.5,7,1.8,1
W-115974,6.5,7,0.3,1
W-116016,6.5,7,1.9,1
W-116022,6.5,7,0,1
W-116032,6.5,7,0.4,1
W-116091,6.5,7,1,1
W-116095,6.6,7,2,1
W-116096,6.6,7,0.8,1
W-116120,6.6,7,1.3,1
W-116122,6.6,7,0.9,1
W-116129,6.6,7,0.2,1
W-116148,6.6,7,0.1,1
W-116225,6.6,7,1.7,1
W-116249,6.6,7,1.2,1
W-116262,6.6,7,0.6,1
W-116280,6.6,7,0.7,1
W-116341,6.6,7,1.6,1
W-116357,6.6,7,1.4,1
W-116399,6.6,7,0.4,1
W-116412,6.6,7,0.3,1
W-116459,6.6,7,0,1
W-116492,6.6,7,1.5,1
W-116495,6.6,7,1.9,1
W-116526,6.6,7,1,1
W-116559,6.6,7,1.1,1
W-116572,6.6,7,0.5,1
W-116602,6.6,7,1.8,1
W-116746,6.7,7,1.4,1
W-116752,6.7,7,1.3,1
W-116763,6.7,7,0.5,1
W-116868,6.7,7,0.2,1
W-116870,6.7,7,1.6,1
W-116878,6.7,7,0.9,1
W-116980,6.7,7,1.9,1
W-116995,6.7,7,0.3,1
W-117048,6.7,7,1.7,1
W-117053,6.7,7,0.6,1
W-117079,6.7,7,1.1,1
W-117081,6.7,7,1,1
W-117088,6.7,7,0.7,1
W-117134,6.7,7,0.1,1
W-117160,6.7,7,1.5,1
W-117188,6.7,7,2,1
W-117189,6.7,7,1.8,1
W-117201,6.7,7,1.2,1
W-117216,6.7,7,0.4,1
W-117235,6.7,7,0,1
W-117299,6.7,7,0.8,1
W-117374,6.8,7,1.5,1
W-117415,6.8,7,0.6,1
W-117427,6.8,7,1.7,1
W-117441,6.8,7,1.2,1
W-117461,6.8,7,0.7,1
W-117519,6.8,7,0.9,1
W-117525,6.8,7,1,1
W-117568,6.8,7,0.1,1
W-117608,6.8,7,0.4,1
W-117611,6.8,7,0.2,1
W-117616,6.8,7,1.3,1
W-117626,6.8,7,0,1
W-117681,6.8,7,1.9,1
W-117702,6.8,7,1.4,1
W-117767,6.8,7,1.8,1
W-117777,6.8,7,0.8,1
W-117789,6.8,7,1.1,1
W-117802,6.8,7,0.5,1
W-117821,6.8,7,0.3,1
W-117901,6.8,7,2,1
W-117926,6.8,7,1.6,1
W-118057,6.9,7,1.2,1
W-118058,6.9,7,0.4,1
W-118060,6.9,7,1.8,1
W-118087,6.9,7,1.4,1
W-118092,6.9,7,1.1,1
W-118094,6.9,7,0.8,1
W-118106,6.9,7,1.5,1
W-118115,6.9,7,1.3,1
W-118128,6.9,7,0.1,1
W-118131,6.9,7,1,1
W-118176,6.9,7,0.7,1
W-118246,6.9,7,1.6,1
W-118261,6.9,7,2,1
W-118296,6.9,7,0,1
W-118342,6.9,7,0.9,1
W-118433,6.9,7,0.6,1
W-118441,6.9,7,0.2,1
W-118451,6.9,7,1.7,1
W-118486,6.9,7,1.9,1
W-118492,6.9,7,0.3,1
W-118547,6.9,7,0.5,1
W-118589,7,7,1,1
W-118597,7,7,1.9,1
W-118638,7,7,1.2,1
W-118708,7,7,1.6,1
W-118717,7,7,0.3,1
W-118727,7,7,0.7,1
W-118741,7,7,0.2,1
W-118813,7,7,0.1,1
W-118875,7,7,1.4,1
W-118956,7,7,0.5,1
W-118977,7,7,0.4,1
W-118986,7,7,1.8,1
W-118998,7,7,1.1,1
W-119028,7,7,1.7,1
W-119086,7,7,0.6,1
W-119105,7,7,0.9,1
W-119116,7,7,0.8,1
W-119175,7,7,1.3,1
W-119184,7,7,0,1
W-119196,7,7,1.5,1
W-119208,7.1,7,1.2,1
W-119238,7.1,7,0.6,1
W-119251,7.1,7,2,1
W-119258,7.1,7,0.7,1
W-119304,7.1,7,1.1,1
W-119318,7.1,7,1,1
W-119325,7.1,7,1.8,1
W-119419,7.1,7,0.4,1
W-119420,7.1,7,1.4,1
W-119460,7.1,7,0.2,1
W-119483,7.1,7,0.9,1
W-119487,7.1,7,1.6,1
W-119494,7.1,7,0.8,1
W-119543,7.1,7,0,1
W-119637,7.1,7,0.5,1
W-119660,7.1,7,1.7,1
W-119669,7.1,7,1.9,1
W-119730,7.1,7,0.1,1
W-119758,7.1,7,1.3,1
W-119782,7.1,7,1.5,1
W-119798,7.1,7,0.3,1
W-119848,7.2,7,1.6,1
W-119849,7.2,7,0.6,1
W-119861,7.2,7,0.3,1
W-119937,7.2,7,2,1
W-119938,7.2,7,0.7,1
W-119943,7.2,7,1.1,1
W-119965,7.2,7,0.1,1
W-119974,7.2,7,0.5,1
W-120000,7.2,7,1.3,1
W-120012,7.2,7,1.5,1
W-120013,7.2,7,1.7,1
W-120036,7.2,7,1.8,1
W-120038,7.2,7,0.9,1
W-120087,7.2,7,1.9,1
W-120098,7.2,7,1,1
W-120223,7.2,7,0.2,1
W-120325,7.2,7,1.2,1
W-120377,7.2,7,0.4,1
W-120395,7.2,7,1.4,1
W-120402,7.2,7,0.8,1
W-120418,7.2,7,0,1
W-120511,7.3,7,1.9,1
W-120526,7.3,7,0.3,1
W-120530,7.3,7,1.3,1
W-120556,7.3,7,1.8,1
W-120614,7.3,7,0.8,1
W-120666,7.3,7,0.2,1
W-120701,7.3,7,0.7,1
W-120703,7.3,7,0.6,1
W-120736,7.3,7,2,1
W-120751,7.3,7,0.9,1
W-120757,7.3,7,1.1,1
W-120782,7.3,7,1.6,1
W-120856,7.3,7,1.7,1
W-120873,7.3,7,1,1
W-120884,7.3,7,1.2,1
W-120956,7.3,7,0.4,1
W-120967,7.3,7,0.1,1
W-121000,7.3,7,1.4,1
W-121032,7.3,7,0.5,1
W-121033,7.3,7,0,1
W-121036,7.3,7,1.5,1
W-121082,7.4,7,1.7,1
W-121182,7.4,7,0.4,1
W-121223,7.4,7,0.2,1
W-121236,7.4,7,1.8,1
W-121279,7.4,7,0.9,1
W-121293,7.4,7,1.4,1
W-121295,7.4,7,0.5,1
W-121296,7.4,7,1,1
W-121345,7.4,7,1.1,1
W-121382,7.4,7,1.5,1
W-121385,7.4,7,0.8,1
W-121397,7.4,7,0,1
W-121407,7.4,7,0.6,1
W-121458,7.4,7,0.1,1
W-121491,7.4,7,1.2,1
W-121498,7.4,7,1.6,1
W-121543,7.4,7,0.3,1
W-121546,7.4,7,2,1
W-121552,7.4,7,1.3,1
W-121574,7.4,7,1.9,1
W-121658,7.4,7,0.7,1
W-121702,7.5,7,1.9,1
W-121717,7.5,7,0.3,1
W-121785,7.5,7,1.1,1
W-121819,7.5,7,1.6,1
W-121820,7.5,7,0.6,1
W-121824,7.5,7,1.2,1
W-121859,7.5,7,0.4,1
W-121915,7.5,7,0.5,1
W-121952,7.5,7,1.3,1
W-121959,7.5,7,2,1
W-121981,7.5,7,1.5,1
W-121982,7.5,7,1.7,1
W-122066,7.5,7,0,1
W-122092,7.5,7,0.1,1
W-122126,7.5,7,0.2,1
W-122180,7.5,7,0.9,1
W-122209,7.5,7,1,1
W-122227,7.5,7,1.4,1
W-122245,7.5,7,1.8,1
W-122264,7.5,7,0.7,1
W-122278,7.5,7,0.8,1
W-122369,7.6,7,1.3,1
W-122378,7.6,7,1.8,1
W-122379,7.6,7,0.4,1
W-122474,7.6,7,0.3,1
W-122524,7.6,7,1.9,1
W-122543,7.6,7,2,1
W-122564,7.6,7,0.5,1
W-122575,7.6,7,0.1,1
W-122578,7.6,7,1,1
W-122632,7.6,7,0.2,1
W-122642,7.6,7,1.1,1
W-122651,7.6,7,1.4,1
W-122674,7.6,7,0.8,1
W-122686,7.6,7,0.6,1
W-122707,7.6,7,1.6,1
W-122713,7.6,7,1.2,1
W-122756,7.6,7,1.5,1
W-122762,7.6,7,1.7,1
W-122805,7.6,7,0,1
W-122811,7.6,7,0.7,1
W-122874,7.6,7,0.9,1
W-123004,7.7,7,0.2,1
W-123026,7.7,7,0.9,1
W-123030,7.7,7,0.7,1
W-123101,7.7,7,0.3,1
W-123128,7.7,7,1.7,1
W-123162,7.7,7,0.6,1
W-123230,7.7,7,1.2,1
W-123231,7.7,7,0.8,1
W-123241,7.7,7,0.4,1
W-123247,7.7,7,0,1
W-123266,7.7,7,1.9,1
W-123272,7.7,7,0.5,1
W-123318,7.7,7,0.1,1
W-123334,7.7,7,1.8,1
W-123386,7.7,7,1,1
W-123431,7.7,7,1.5,1
W-123432,7.7,7,1.3,1
W-123447,7.7,7,1.1,1
W-123471,7.7,7,1.6,1
W-123497,7.7,7,1.4,1
W-123501,7.7,7,2,1
W-123584,7.8,7,0.8,1
W-123595,7.8,7,1.2,1
W-123612,7.8,7,2,1
W-123623,7.8,7,0.2,1
W-123625,7.8,7,0,1
W-123662,7.8,7,1.7,1
W-123674,7.8,7,1.5,1
W-123759,7.8,7,1.6,1
W-123802,7.8,7,0.4,1
W-123837,7.8,7,1.1,1
W-123853,7.8,7,1.9,1
W-123908,7.8,7,0.7,1
W-123933,7.8,7,1,1
W-123950,7.8,7,0.6,1
W-123959,7.8,7,1.8,1
W-124008,7.8,7,0.1,1
W-124025,7.8,7,0.3,1
W-124070,7.8,7,0.5,1
W-124149,7.8,7,0.9,1
W-124164,7.8,7,1.4,1
W-124182,7.8,7,1.3,1
W-124216,7.9,7,0.6,1
W-124221,7.9,7,1.8,1
W-124226,7.9,7,1.6,1
W-124233,7.9,7,1.9,1
W-124242,7.9,7,0.9,1
W-124259,7.9,7,2,1
W-124267,7.9,7,0.5,1
W-124285,7.9,7,0.8,1
W-124374,7.9,7,1,1
W-124469,7.9,7,0.1,1
W-124510,7.9,7,0.2,1
W-124622,7.9,7,0.7,1
W-124636,7.9,7,1.2,1
W-124645,7.9,7,0.3,1
W-124707,7.9,7,1.4,1
W-124719,7.9,7,1.7,1
W-124736,7.9,7,0.4,1
W-124757,7.9,7,0,1
W-124780,7.9,7,1.1,1
W-124791,7.9,7,1.5,1
W-124793,7.9,7,1.3,1
W-124897,8,7,0.3,1
W-124903,8,7,0.4,1
W-124968,8,7,1.7,1
W-124978,8,7,1.1,1
W-124992,8,7,1.6,1
W-124995,8,7,0.5,1
W-125015,8,7,1.5,1
W-125020,8,7,1.2,1
W-125028,8,7,0,1
W-125092,8,7,0.9,1
W-125095,8,7,1.9,1
W-125148,8,7,0.2,1
W-125185,8,7,1.4,1
W-125258,8,7,0.8,1
W-125273,8,7,2,1
W-125312,8,7,0.6,1
W-125324,8,7,1,1
W-125331,8,7,1.3,1
W-125336,8,7,0.1,1
W-125344,8,7,1.8,1
W-125367,8,7,0.7,1
W-125451,8.1,7,0.8,1
W-125471,8.1,7,1.7,1
W-125505,8.1,7,1.4,1
W-125510,8.1,7,0,1
W-125548,8.1,7,0.6,1
W-125563,8.1,7,1,1
W-125570,8.1,7,1.8,1
W-125573,8.1,7,0.4,1
W-125627,8.1,7,0.5,1
W-125689,8.1,7,2,1
W-125701,8.1,7,0.1,1
W-125750,8.1,7,1.5,1
W-125754,8.1,7,1.2,1
W-125786,8.1,7,1.3,1
W-125855,8.1,7,1.1,1
W-125864,8.1,7,0.9,1
W-125881,8.1,7,0.2,1
W-125926,8.1,7,1.6,1
W-125934,8.1,7,0.7,1
W-125944,8.1,7,1.9,1
W-125985,8.1,7,0.3,1
W-126053,8.2,7,0.2,1
W-126064,8.2,7,1.2,1
W-126085,8.2,7,1,1
W-126104,8.2,7,1.7,1
W-126183,8.2,7,0.9,1
W-126198,8.2,7,0.3,1
W-126202,8.2,7,1.6,1
W-126245,8.2,7,1.1,1
W-126286,8.2,7,0.8,1
W-126380,8.2,7,0,1
W-126424,8.2,7,1.5,1
W-126442,8.2,7,1.4,1
W-126444,8.2,7,1.3,1
W-126445,8.2,7,0.1,1
W-126513,8.2,7,0.5,1
W-126559,8.2,7,1.9,1
W-126568,8.2,7,1.8,1
W-126581,8.2,7,0.7,1
W-126595,8.2,7,0.4,1
W-126638,8.2,7,0.6,1
W-126654,8.2,7,2,1
W-126691,8.3,7,1.4,1
W-126749,8.3,7,0.4,1
W-126823,8.3,7,1.8,1
W-126912,8.3,7,1.7,1
W-126913,8.3,7,0.2,1
W-126920,8.3,7,0.6,1
W-126932,8.3,7,1.3,1
W-126943,8.3,7,0.1,1
W-126967,8.3,7,1,1
W-126980,8.3,7,0,1
W-127019,8.3,7,1.1,1
W-127068,8.3,7,0.9,1
W-127072,8.3,7,0.5,1
W-127103,8.3,7,1.5,1
W-127132,8.3,7,0.7,1
W-127133,8.3,7,1.9,1
W-127163,8.3,7,1.6,1
W-127232,8.3,7,0.8,1
