academic_id,daily_study_hours,academic_pressure_score,attendance_percentage,cgpa
A-179817,5.8,10,0.997,9.57
A-179848,5.8,10,0.723,4.12
A-179866,5.8,10,0.605,7.54
A-179872,5.8,10,0.93,5.47
A-179914,5.8,10,0.647,8.66
A-179922,5.8,10,0.611,6.26
A-179925,5.8,10,0.705,6.12
A-179928,5.8,10,0.645,9.21
A-179955,5.8,10,0.506,7.62
A-179956,5.8,10,0.676,9.19
A-179957,5.8,10,0.52,8.67
A-179964,5.8,10,0.884,7.62
A-179982,5.8,10,0.939,5.86
A-180009,5.8,10,0.588,5.41
A-180023,5.8,10,0.844,4.92
A-180026,5.8,10,0.813,4.3
A-180039,5.8,10,0.724,5.14
A-180050,5.8,10,0.739,9.47
A-180054,5.8,10,0.986,8.78
A-180056,5.8,10,0.93,6.72
A-180057,5.8,10,0.951,7.33
A-180061,5.8,10,0.555,6.97
A-180071,5.8,10,0.785,9.74
A-180076,5.8,10,0.543,9.92
A-180087,5.8,10,0.661,7.59
A-180090,5.8,10,0.67,9.81
A-180102,5.8,10,0.812,6.52
A-180120,5.8,10,0.564,9.46
A-180125,5.8,10,0.825,9.48
A-180132,5.8,10,0.608,4.16
A-180151,5.8,10,0.883,7.72
A-180207,5.8,10,0.69,8.74
A-180232,5.8,10,0.839,9.14
A-180254,5.8,10,0.687,6.85
A-180257,5.8,10,0.561,8.84
A-180258,5.8,10,0.784,4.56
A-180268,5.8,10,0.993,4.44
A-180271,5.8,10,0.993,4.11
A-180279,5.8,10,0.613,4.7
A-180280,5.8,10,0.87,9.65
A-180302,5.8,10,0.967,7
A-180315,5.8,10,0.501,4.9
A-180316,5.8,10,0.627,6.4
A-180317,5.8,10,0.804,4.3
A-180320,5.8,10,0.852,8.23
A-180328,5.8,10,0.905,6.6
A-180356,5.8,10,0.962,10
A-180373,5.8,10,0.612,6.77
A-180376,5.8,10,0.636,4.59
A-180378,5.8,10,0.938,6.16
A-180384,5.8,10,0.977,5
A-180395,5.8,10,0.944,8.37
A-180402,5.8,10,0.598,6.94
A-180410,5.8,10,0.646,4.81
A-180418,5.8,10,0.771,7.06
A-180420,5.8,10,0.731,7.63
A-180432,5.8,10,0.784,9.19
A-180452,5.8,10,0.936,8.74
A-180465,5.8,10,0.745,8.17
A-180467,5.8,10,0.783,6.43
A-180481,5.8,10,0.814,6.69
A-180492,5.8,10,0.741,5.35
A-180498,5.8,10,0.573,9.98
A-180504,5.8,10,0.924,4.12
A-180508,5.8,10,0.819,8.38
A-180513,5.8,10,0.952,7.11
A-180515,5.8,10,0.693,5.39
A-180516,5.8,10,0.779,6.57
A-180518,5.8,10,0.691,9.61
A-180527,5.8,10,0.919,5.85
A-180563,5.8,10,0.828,9.79
A-180571,5.8,10,0.625,4.92
A-180587,5.8,10,0.541,8.32
A-180589,5.8,10,0.69,9.83
A-180595,5.8,10,0.553,4.03
A-180599,5.8,10,0.608,7.76
A-180604,5.8,10,0.708,4.6
A-180608,5.8,10,0.995,4.42
A-180612,5.8,10,0.585,5.83
A-180632,5.8,10,0.793,6.21
A-180643,5.8,10,0.924,5.62
A-180648,5.8,10,0.571,8.47
A-180662,5.8,10,0.893,8.27
A-180669,5.8,10,0.997,7.79
A-180677,5.8,10,0.512,4.55
A-180697,5.8,10,0.632,5.8
A-180700,5.8,10,0.704,7.1
A-180701,5.8,10,0.674,9.35
A-180718,5.8,10,0.763,5.65
A-180722,5.8,10,0.828,6.67
A-180724,5.8,10,0.598,6.86
A-138859,3.4,10,0.81,5.77
A-138878,3.4,10,0.623,5.13
A-138880,3.4,10,0.89,7.76
A-138881,3.4,10,0.587,5.51
A-138891,3.4,10,0.763,5.1
A-138902,3.4,10,0.643,5.68
A-138907,3.4,10,0.744,6.08
A-138913,3.4,10,0.615,9.88
A-138921,3.4,10,0.5,8.29
A-138924,3.4,10,0.821,8.48
A-138941,3.4,10,0.548,6.14
A-138956,3.4,10,0.895,8.46
A-138960,3.4,10,0.8,7.94
A-138963,3.4,10,0.95,7.79
A-138972,3.4,10,0.589,4.01
A-138980,3.4,10,0.916,9.01
A-138996,3.4,10,0.712,5.72
A-139000,3.4,10,0.568,5.39
A-139015,3.4,10,0.965,7.02
A-139037,3.4,10,0.996,9.78
A-139038,3.4,10,0.807,6.44
A-139040,3.4,10,0.631,6.06
A-139082,3.4,10,0.66,9.81
A-139130,3.4,10,0.634,9.51
A-139139,3.4,10,0.815,8.61
A-139148,3.4,10,0.543,7.61
A-139159,3.4,10,0.612,7.05
A-139163,3.4,10,0.714,9.45
A-139179,3.4,10,0.698,9.66
A-139181,3.4,10,0.781,9.15
A-139192,3.4,10,0.953,4.87
A-139193,3.4,10,0.61,4.94
A-139203,3.4,10,0.822,4.56
A-139208,3.4,10,0.813,5.47
A-139220,3.4,10,0.852,4.56
A-139237,3.4,10,0.93,7.88
A-139245,3.4,10,0.659,9.16
A-139259,3.4,10,0.886,9.46
A-139261,3.4,10,0.665,5.69
A-139265,3.4,10,0.91,9.55
A-139281,3.4,10,0.646,6.86
A-139293,3.4,10,0.553,6.47
A-139313,3.4,10,0.966,6.4
A-139324,3.4,10,0.984,5.56
A-139326,3.4,10,0.512,7.05
A-139336,3.4,10,0.983,7.19
A-139342,3.4,10,0.543,7.5
A-139353,3.4,10,0.928,8.64
A-139354,3.4,10,0.893,7.55
A-139371,3.4,10,0.744,5.75
A-139396,3.4,10,0.707,5.59
A-139407,3.4,10,0.899,5.66
A-139410,3.4,10,0.824,5.56
A-139427,3.4,10,0.884,7.37
A-139436,3.4,10,0.798,4.15
A-139444,3.4,10,0.93,6.61
A-139457,3.4,10,0.807,7.74
A-139476,3.4,10,0.552,7.37
A-139483,3.4,10,0.76,7.49
A-139490,3.4,10,0.568,4.48
A-139507,3.4,10,0.92,6.17
A-139518,3.4,10,0.773,9.84
A-139523,3.4,10,0.688,7.3
A-139536,3.4,10,0.857,8.02
A-139540,3.4,10,0.889,4.24
A-139543,3.4,10,0.856,9.61
A-139544,3.4,10,0.852,7.05
A-139558,3.4,10,0.917,7.8
A-139564,3.4,10,0.629,6.37
A-139567,3.4,10,0.527,4.91
A-139593,3.4,10,0.665,5.81
A-139602,3.4,10,0.793,6.49
A-139620,3.4,10,0.89,4.74
A-139621,3.4,10,0.835,5.13
A-139636,3.4,10,0.861,5.09
A-139638,3.4,10,0.774,7.48
A-139642,3.4,10,0.791,6.88
A-139653,3.4,10,0.691,5.06
A-139660,3.4,10,0.73,8.98
A-139664,3.4,10,0.615,8.63
A-139682,3.4,10,0.934,4.1
A-139684,3.4,10,0.648,8.01
A-139690,3.4,10,0.6,6.25
A-139712,3.4,10,0.966,8.02
A-139716,3.4,10,0.898,5.76
A-139735,3.4,10,0.777,4.16
A-139743,3.4,10,0.958,5.57
A-139765,3.4,10,0.899,7.22
A-139799,3.4,10,0.502,4.9
A-139828,3.4,10,0.914,6.73
A-139830,3.4,10,0.929,9.28
A-139832,3.4,10,0.579,7.87
A-139845,3.4,10,0.859,8.63
A-139852,3.4,10,0.911,6.42
A-139854,3.4,10,0.853,7.04
A-139858,3.4,10,0.66,6.97
A-139866,3.4,10,0.998,4.05
A-139869,3.4,10,0.998,9.95
A-139873,3.4,10,0.892,5.07
A-139882,3.4,10,0.726,8.4
A-139915,3.4,10,0.71,5.35
A-139928,3.4,10,0.681,5.84
A-139941,3.4,10,0.811,6.85
A-139945,3.4,10,0.798,7.25
A-139951,3.4,10,0.627,4.68
A-139961,3.4,10,0.55,4.19
A-139968,3.4,10,0.733,4.88
A-139974,3.4,10,0.803,9.58
A-139996,3.4,10,0.519,5.73
A-140003,3.4,10,0.964,5.74
A-140008,3.4,10,0.975,4.94
A-140031,3.4,10,0.76,7.45
A-140047,3.4,10,0.503,7.01
A-140049,3.4,10,0.543,6.6
A-140062,3.4,10,0.938,5.8
A-140089,3.4,10,0.811,7.67
A-140093,3.4,10,0.937,8.05
A-140101,3.4,10,0.735,4.8
A-140127,3.4,10,0.513,5.87
A-140128,3.4,10,0.515,8.25
A-140137,3.4,10,0.723,9.45
A-140159,3.4,10,0.691,7.9
A-140163,3.4,10,0.619,4.49
A-140169,3.4,10,0.796,6.97
A-140171,3.4,10,0.811,6.2
A-140172,3.4,10,0.904,8.55
A-140175,3.4,10,0.655,9.09
A-140188,3.4,10,0.715,5.47
A-140190,3.4,10,0.874,8.5
A-140195,3.4,10,0.73,4.73
A-140196,3.4,10,0.752,5.06
A-140204,3.4,10,0.835,9.8
A-140258,3.4,10,0.968,8.11
A-140285,3.4,10,0.659,6.3
A-140287,3.4,10,0.749,7.81
A-140292,3.4,10,0.557,5.04
A-140294,3.4,10,0.88,8.29
A-140300,3.4,10,0.836,8.46
A-140301,3.4,10,0.617,4.94
A-140308,3.4,10,0.668,4.21
A-140311,3.4,10,0.889,7.08
A-140315,3.4,10,0.587,4.55
A-140332,3.4,10,0.516,4.13
A-140336,3.4,10,0.655,5.48
A-140354,3.4,10,0.838,7.26
A-140360,3.4,10,0.614,9.93
A-140363,3.4,10,0.954,5.77
A-140371,3.4,10,0.549,7.57
A-140374,3.4,10,0.939,9.63
A-140380,3.4,10,0.764,6.27
A-140391,3.4,10,0.683,5.32
A-140394,3.4,10,0.581,6.64
A-140395,3.4,10,0.944,9.34
A-140398,3.4,10,0.727,6.37
A-140408,3.4,10,0.965,6.68
A-140455,3.4,10,0.72,9.24
A-140463,3.4,10,0.996,4.22
A-140479,3.4,10,0.503,6.08
A-220779,8.3,10,0.72,8.84
A-220786,8.3,10,0.784,5.14
A-220813,8.3,10,0.786,4.26
A-220822,8.3,10,0.662,6.44
A-220825,8.3,10,0.605,7.23
A-220832,8.3,10,0.673,5.34
A-220841,8.3,10,0.958,8.34
A-220847,8.3,10,0.81,7.48
A-220873,8.3,10,0.886,8.71
A-220883,8.3,10,0.795,4.26
A-220887,8.3,10,0.78,5.68
A-220910,8.3,10,0.991,9.14
A-220915,8.3,10,0.507,8.77
A-220923,8.3,10,0.96,7.16
A-220929,8.3,10,0.575,9.29
A-220963,8.3,10,0.634,9.51
A-220965,8.3,10,0.706,5.58
A-220969,8.3,10,0.752,7.6
A-220971,8.3,10,0.63,4.06
A-220975,8.3,10,0.68,6.65
A-220983,8.3,10,0.592,7.98
A-221009,8.3,10,0.943,6.11
A-221017,8.3,10,0.569,9.46
A-221018,8.3,10,0.604,5.42
A-221026,8.3,10,0.969,8.43
A-221042,8.3,10,0.677,9.01
A-221061,8.3,10,0.832,5.64
A-221086,8.3,10,0.619,6.38
A-221087,8.3,10,0.71,8.59
A-221089,8.3,10,0.515,4.53
A-221136,8.3,10,0.553,5.03
A-221140,8.3,10,0.709,5.31
A-221171,8.3,10,0.962,7.93
A-221176,8.3,10,0.624,6.4
A-221184,8.3,10,0.806,5.72
A-221188,8.3,10,0.68,8.23
A-221197,8.3,10,0.667,5.86
A-221210,8.3,10,0.946,9.99
A-221218,8.3,10,0.846,8.6
A-221233,8.3,10,0.516,7.77
A-221238,8.3,10,0.765,6.04
A-221240,8.3,10,0.531,8.02
A-221272,8.3,10,0.668,6.42
A-221300,8.3,10,0.615,6.23
A-221312,8.3,10,0.716,4.55
A-221319,8.3,10,0.574,5.58
A-221326,8.3,10,0.788,8.8
A-221334,8.3,10,0.593,5.85
A-221341,8.3,10,0.767,9.13
A-221349,8.3,10,0.56,5.4
A-221364,8.3,10,0.888,8.29
A-221386,8.3,10,0.732,7.33
A-221392,8.3,10,0.636,5.86
A-221395,8.3,10,0.948,8.9
A-221405,8.3,10,0.647,7.4
A-221409,8.3,10,0.751,4.24
A-221419,8.3,10,0.559,5.56
A-221440,8.3,10,0.701,8.18
A-221468,8.3,10,0.875,8.6
A-221502,8.3,10,0.87,9.64
A-221536,8.3,10,0.545,5.34
A-221538,8.3,10,0.507,9.37
A-221556,8.3,10,0.502,5.57
A-221567,8.3,10,0.91,9.63
A-221573,8.3,10,0.567,4.34
A-221579,8.3,10,0.548,6.87
A-221602,8.3,10,0.632,4.02
A-221616,8.3,10,0.951,8.58
A-221619,8.3,10,0.916,7.11
A-221638,8.3,10,0.547,7.22
A-221646,8.3,10,0.746,7.13
A-221647,8.3,10,0.683,4.08
A-221650,8.3,10,0.658,7.01
A-221660,8.3,10,0.579,5.76
A-221676,8.3,10,0.967,8.97
A-221685,8.3,10,0.516,4.33
A-221689,8.3,10,0.753,8.75
A-221702,8.3,10,0.989,5.71
A-221711,8.3,10,0.558,4.91
A-221721,8.3,10,0.578,8.2
A-221722,8.3,10,0.527,4.39
A-221729,8.3,10,0.801,7.5
A-221756,8.3,10,0.713,6.39
A-221758,8.3,10,0.993,9.35
A-221766,8.3,10,0.504,4.73
A-221772,8.3,10,0.556,8.41
A-221773,8.3,10,0.6,6.57
A-221784,8.3,10,0.72,4.59
A-221804,8.3,10,0.582,5.5
A-221812,8.3,10,0.633,6.52
A-221814,8.3,10,0.708,9.55
A-221825,8.3,10,0.597,9.35
A-221831,8.3,10,0.561,4.52
A-221847,8.3,10,0.803,9.11
A-221849,8.3,10,0.782,6.49
A-221851,8.3,10,0.513,6.44
A-221856,8.3,10,0.915,4.7
A-221860,8.3,10,0.645,9.03
A-221861,8.3,10,0.77,4.32
A-221895,8.3,10,0.564,7.92
A-221900,8.3,10,0.783,9.4
A-221905,8.3,10,0.924,9.2
A-221909,8.3,10,0.808,7.15
A-221923,8.3,10,0.781,6.19
A-221938,8.3,10,0.897,5.19
A-221945,8.3,10,0.862,4.23
A-221950,8.3,10,0.858,9.99
A-221953,8.3,10,0.543,7.46
A-221957,8.3,10,0.97,7.41
A-221959,8.3,10,0.608,8.7
A-221960,8.3,10,0.631,6.01
A-221961,8.3,10,0.851,4.22
A-221978,8.3,10,0.562,9.76
A-221981,8.3,10,0.682,6.12
A-221985,8.3,10,0.969,7.19
A-221988,8.3,10,0.805,8.79
A-221991,8.3,10,0.885,5.91
A-222008,8.3,10,0.991,9.67
A-222017,8.3,10,0.705,7.47
A-222027,8.3,10,0.606,4.06
A-222037,8.3,10,0.741,8.23
A-222046,8.3,10,0.935,6.53
A-222055,8.3,10,0.737,9.97
A-222081,8.3,10,0.8,9.96
A-222083,8.3,10,0.867,7.25
A-222085,8.3,10,0.584,6.61
A-222150,8.3,10,0.576,6.06
A-222158,8.3,10,0.806,6.02
A-222183,8.3,10,0.505,6.55
A-222187,8.3,10,0.914,7.86
A-222189,8.3,10,0.536,5.71
A-222201,8.3,10,0.776,9.41
A-222202,8.3,10,0.911,5.17
A-222206,8.3,10,0.891,4.43
A-222210,8.3,10,0.988,8.3
A-222227,8.3,10,0.916,9.01
A-222234,8.3,10,0.834,6.46
A-222240,8.3,10,0.661,5.5
A-222250,8.3,10,0.702,7
A-222262,8.3,10,0.534,8.34
A-222283,8.3,10,0.708,6.8
A-222299,8.3,10,0.773,9.36
A-222302,8.3,10,0.946,4.51
A-222306,8.3,10,0.918,7.17
A-222314,8.3,10,0.856,9.74
A-222317,8.3,10,0.666,8.43
A-222335,8.3,10,0.844,5.69
A-222339,8.3,10,0.747,9.12
A-222343,8.3,10,0.78,9.28
A-222348,8.3,10,0.685,9.33
A-222356,8.3,10,0.751,9.94
A-222377,8.3,10,0.666,4.06
A-222378,8.3,10,0.578,7.56
A-222384,8.3,10,0.725,7.56
A-222393,8.3,10,0.832,5.62
A-222394,8.3,10,0.577,4.86
A-222404,8.3,10,0.87,6.59
A-222420,8.3,10,0.555,5.92
A-145522,3.8,10,0.958,9.26
A-145528,3.8,10,0.528,5.75
A-145531,3.8,10,0.995,9
A-145550,3.8,10,0.946,4.67
A-145566,3.8,10,0.804,6.23
A-145573,3.8,10,0.602,4.16
A-145584,3.8,10,0.975,7.61
A-145599,3.8,10,0.631,7.19
A-145611,3.8,10,0.592,9.64
A-145614,3.8,10,0.8,4.92
A-145618,3.8,10,0.656,9.57
A-145647,3.8,10,0.692,5.07
A-145653,3.8,10,0.592,8.16
A-145665,3.8,10,0.605,7.44
A-145674,3.8,10,0.945,4.8
A-145676,3.8,10,0.711,6.25
A-145703,3.8,10,0.84,9.12
A-145712,3.8,10,0.612,6.98
A-145714,3.8,10,0.767,5.96
A-145733,3.8,10,0.535,9.05
A-145734,3.8,10,0.791,6.73
A-145754,3.8,10,0.961,5.95
A-145768,3.8,10,0.617,4.21
A-145773,3.8,10,0.571,4.08
A-145784,3.8,10,0.707,8.19
A-145785,3.8,10,0.795,5.29
A-145791,3.8,10,0.57,6.78
A-145797,3.8,10,0.983,8.54
A-145799,3.8,10,0.933,9.54
A-145801,3.8,10,0.646,4.1
A-145806,3.8,10,0.794,6.04
A-145809,3.8,10,0.679,5.49
A-145871,3.8,10,0.807,9.4
A-145895,3.8,10,0.51,7.76
A-145896,3.8,10,0.544,4.29
A-145900,3.8,10,0.509,4.82
A-145903,3.8,10,0.819,8.29
A-145925,3.8,10,0.982,4.59
A-145949,3.8,10,0.802,6.66
A-145977,3.8,10,0.853,9.27
A-145979,3.8,10,0.659,4.7
A-145982,3.8,10,0.932,9.22
A-146003,3.8,10,0.777,8.28
A-146034,3.8,10,0.755,8.44
A-146055,3.8,10,0.928,7.8
A-146058,3.8,10,0.76,6.85
A-146063,3.8,10,0.771,4.4
A-146075,3.8,10,0.654,4.27
A-146087,3.8,10,0.618,4.98
A-146090,3.8,10,0.654,8.89
A-146091,3.8,10,0.837,7.11
A-146097,3.8,10,0.675,8.04
A-146122,3.8,10,0.555,8.99
A-146123,3.8,10,0.728,6.89
A-146159,3.8,10,0.998,7.53
A-146168,3.8,10,0.529,5.24
A-146176,3.8,10,0.581,7.87
A-146179,3.8,10,0.993,5.43
A-146196,3.8,10,0.675,4.21
A-146207,3.8,10,0.847,4.76
A-146214,3.8,10,0.547,9.84
A-146232,3.8,10,0.89,6.71
A-146237,3.8,10,0.593,8.5
A-146239,3.8,10,0.964,9.6
A-146248,3.8,10,0.97,7.3
A-146253,3.8,10,0.949,8.95
A-146260,3.8,10,0.682,9.88
A-146268,3.8,10,0.732,5.92
A-146276,3.8,10,0.681,4.92
A-146282,3.8,10,0.842,7.07
A-146283,3.8,10,0.659,7.04
A-146315,3.8,10,0.577,6.69
A-146319,3.8,10,0.554,7.62
A-146336,3.8,10,0.74,5.44
A-146354,3.8,10,0.7,7.97
A-146362,3.8,10,0.973,5.37
A-146365,3.8,10,0.742,7.09
A-146372,3.8,10,0.554,7.13
A-146380,3.8,10,0.557,9.43
A-146383,3.8,10,0.757,7.68
A-146390,3.8,10,0.923,9.56
A-146399,3.8,10,0.772,4.07
A-146410,3.8,10,0.819,6.98
A-146415,3.8,10,0.902,5.79
A-146437,3.8,10,0.518,5.62
A-146456,3.8,10,0.926,9.96
A-146470,3.8,10,0.669,6.28
A-146507,3.8,10,0.958,7.81
A-146509,3.8,10,0.689,5.73
A-146520,3.8,10,0.896,9.45
A-146527,3.8,10,0.826,6.55
A-146540,3.8,10,0.881,4.1
A-146541,3.8,10,0.923,7
A-146542,3.8,10,0.945,8.49
A-146549,3.8,10,0.536,9.05
A-146551,3.8,10,0.874,4.91
A-146553,3.8,10,0.618,8.02
A-146577,3.8,10,0.59,4.72
A-146585,3.8,10,0.912,5.72
A-146588,3.8,10,0.803,6.6
A-146589,3.8,10,0.7,9.72
A-146603,3.8,10,0.944,6.12
A-146617,3.8,10,0.762,4.6
A-146620,3.8,10,0.708,7.38
A-146632,3.8,10,0.586,5.17
A-146660,3.8,10,0.976,7.82
A-146666,3.8,10,0.54,6.5
A-146681,3.8,10,0.894,7.15
A-146691,3.8,10,0.788,8.83
A-146695,3.8,10,0.978,6.14
A-146696,3.8,10,0.87,4.74
A-146701,3.8,10,0.595,5.98
A-146702,3.8,10,0.714,6.41
A-146711,3.8,10,0.573,4.45
A-146719,3.8,10,0.549,5.01
A-146721,3.8,10,0.872,9.81
A-146730,3.8,10,0.682,9.29
A-146738,3.8,10,0.568,4.27
A-146743,3.8,10,0.6,9.99
A-146748,3.8,10,0.635,4.72
A-146751,3.8,10,0.816,7.22
A-146759,3.8,10,0.931,5.63
A-146764,3.8,10,0.75,7.48
A-146770,3.8,10,0.605,5.9
A-146779,3.8,10,0.924,6.4
A-146790,3.8,10,0.96,7.71
A-146793,3.8,10,0.697,9.36
A-146798,3.8,10,0.511,6.61
A-146824,3.8,10,0.69,8.03
A-146844,3.8,10,0.728,4.5
A-146848,3.8,10,0.734,4.95
A-146862,3.8,10,0.516,7.79
A-146871,3.8,10,0.94,8.36
A-146879,3.8,10,0.943,6.15
A-146890,3.8,10,0.536,7.82
A-146903,3.8,10,0.813,9
A-146924,3.8,10,0.839,8.88
A-146931,3.8,10,0.809,8.05
A-146942,3.8,10,0.903,5.3
A-146947,3.8,10,0.765,5.86
A-146955,3.8,10,0.738,7.71
A-146960,3.8,10,0.657,9.35
A-146968,3.8,10,0.624,7.66
A-146974,3.8,10,0.527,5.49
A-146982,3.8,10,0.948,6.71
A-147025,3.8,10,0.916,5.22
A-147026,3.8,10,0.51,6.09
A-147061,3.8,10,0.796,9.99
A-147071,3.8,10,0.839,7.56
A-147087,3.8,10,0.711,6.61
A-147091,3.8,10,0.644,7.49
A-147094,3.8,10,0.579,7.15
A-147095,3.8,10,0.944,5.45
A-147096,3.8,10,0.673,7.91
A-147103,3.8,10,0.773,8.86
A-147130,3.8,10,0.684,8.54
A-147144,3.8,10,0.952,7.8
A-157148,4.5,10,0.86,5.74
A-157156,4.5,10,0.992,9.22
A-157159,4.5,10,0.917,6.37
A-157168,4.5,10,0.526,9.06
A-157173,4.5,10,0.928,7.94
A-157175,4.5,10,0.562,5.04
A-157178,4.5,10,0.856,4.8
A-157184,4.5,10,0.787,5.32
A-157195,4.5,10,0.5,8.81
A-157201,4.5,10,0.897,4.78
A-157219,4.5,10,0.595,9.67
A-157222,4.5,10,0.756,8.99
A-157225,4.5,10,0.8,6.03
A-157234,4.5,10,0.876,9.94
A-157239,4.5,10,0.514,8.52
A-157277,4.5,10,0.663,8.31
A-157283,4.5,10,0.823,9.58
A-157294,4.5,10,0.722,8.38
A-157303,4.5,10,0.866,6.67
A-157309,4.5,10,0.628,4.76
A-157318,4.5,10,0.659,7.61
A-157327,4.5,10,0.518,8.5
A-157351,4.5,10,0.855,5.42
A-157352,4.5,10,0.732,8.39
A-157357,4.5,10,0.741,7.17
A-157373,4.5,10,0.746,5.8
A-157379,4.5,10,0.727,9.66
A-157389,4.5,10,0.508,6.12
A-157391,4.5,10,0.563,8.74
A-157401,4.5,10,0.645,8.12
A-157403,4.5,10,0.563,6.18
A-157441,4.5,10,0.589,6.28
A-157442,4.5,10,0.536,5.49
A-157446,4.5,10,0.601,5.89
A-157453,4.5,10,0.75,6.01
A-157458,4.5,10,1,8.78
A-157465,4.5,10,0.678,8.51
A-157474,4.5,10,0.921,7.32
A-157496,4.5,10,0.592,5.06
A-157499,4.5,10,0.806,6.05
A-157506,4.5,10,0.599,7.64
A-157513,4.5,10,0.781,8.32
A-157518,4.5,10,0.631,5.54
A-157537,4.5,10,0.82,5.02
A-157538,4.5,10,0.992,4.84
A-157544,4.5,10,0.611,9.31
A-157549,4.5,10,0.744,5
A-157555,4.5,10,0.585,7
A-157559,4.5,10,0.89,9.54
A-157564,4.5,10,0.717,4.92
A-157583,4.5,10,0.942,5.88
A-157595,4.5,10,0.789,7.31
A-157598,4.5,10,0.961,4.92
A-157628,4.5,10,0.585,4.71
A-157643,4.5,10,0.592,6.09
A-157652,4.5,10,0.949,8.75
A-157668,4.5,10,0.553,7.06
A-157670,4.5,10,0.862,5.5
A-157673,4.5,10,0.657,5.32
A-157703,4.5,10,0.888,4.27
A-157724,4.5,10,0.878,6.2
A-157732,4.5,10,0.514,5.98
A-157734,4.5,10,0.502,7.19
A-157738,4.5,10,0.588,6.76
A-157781,4.5,10,0.606,5.07
A-157793,4.5,10,0.867,6.36
A-157797,4.5,10,0.687,9.69
A-157807,4.5,10,0.931,9.01
A-157815,4.5,10,0.669,8.96
A-157838,4.5,10,0.549,4.8
A-157845,4.5,10,0.634,5.82
A-157864,4.5,10,0.983,8.75
A-157877,4.5,10,0.807,7.7
A-157907,4.5,10,0.95,9.35
A-157920,4.5,10,0.874,9.33
A-157972,4.5,10,0.7,4.85
A-157979,4.5,10,0.657,6.82
A-157986,4.5,10,0.626,4.98
A-157994,4.5,10,0.65,7.2
A-157995,4.5,10,0.632,9.74
A-158010,4.5,10,0.886,9.96
A-158027,4.5,10,0.52,4.92
A-158040,4.5,10,0.805,7.09
A-158042,4.5,10,0.613,5.56
A-158056,4.5,10,0.584,6.72
A-158061,4.5,10,0.674,8.49
A-158074,4.5,10,0.846,7.9
A-158079,4.5,10,0.942,4.54
A-158084,4.5,10,0.589,9.35
A-158086,4.5,10,0.642,5.27
A-158090,4.5,10,0.704,8.58
A-158096,4.5,10,0.51,9.95
A-158120,4.5,10,0.634,6.07
A-158121,4.5,10,0.809,6.53
A-158136,4.5,10,0.916,8.61
A-158144,4.5,10,0.918,8.39
A-158149,4.5,10,0.814,5.13
A-158180,4.5,10,0.857,8.02
A-158181,4.5,10,0.832,4.25
A-158189,4.5,10,0.897,8.42
A-158212,4.5,10,0.955,8.26
A-158234,4.5,10,0.907,6.93
A-158248,4.5,10,0.504,8.16
A-158266,4.5,10,0.935,9.68
A-158286,4.5,10,0.544,4.36
A-158308,4.5,10,0.629,6.85
A-158313,4.5,10,0.964,7.1
A-158316,4.5,10,0.806,5.33
A-158328,4.5,10,0.702,9.73
A-158349,4.5,10,0.834,8.72
A-158353,4.5,10,0.845,5.32
A-158363,4.5,10,0.823,4.51
A-158368,4.5,10,0.673,7.87
A-158401,4.5,10,0.849,6.61
A-158425,4.5,10,0.896,8.24
A-158427,4.5,10,0.675,7.82
A-158439,4.5,10,0.691,9.8
A-158441,4.5,10,0.798,6.9
A-158445,4.5,10,0.901,4.72
A-158459,4.5,10,0.702,8.83
A-158473,4.5,10,0.855,8.98
A-158497,4.5,10,0.642,9.88
A-158504,4.5,10,0.562,9.44
A-158514,4.5,10,0.829,9.73
A-158523,4.5,10,0.756,4.87
A-158528,4.5,10,0.751,6.66
A-158539,4.5,10,0.952,4.35
A-158540,4.5,10,0.7,6.85
A-158550,4.5,10,0.619,6.53
A-158553,4.5,10,0.565,9.44
A-158568,4.5,10,0.749,8.2
A-158582,4.5,10,0.899,6.09
A-158601,4.5,10,0.949,4.61
A-158610,4.5,10,0.523,8.82
A-158613,4.5,10,0.681,8.16
A-158615,4.5,10,0.971,7.06
A-158632,4.5,10,0.853,5.77
A-158642,4.5,10,0.678,4.86
A-158658,4.5,10,0.638,5.02
A-158676,4.5,10,0.865,7.18
A-158679,4.5,10,0.927,6.02
A-158680,4.5,10,0.765,6.14
A-158693,4.5,10,0.635,7.47
A-158706,4.5,10,0.712,4.33
A-158707,4.5,10,0.77,6.12
A-158710,4.5,10,0.548,8.23
A-158711,4.5,10,0.599,6.64
A-158729,4.5,10,0.621,5.94
A-158745,4.5,10,0.686,4.39
A-158753,4.5,10,0.821,8.31
A-158754,4.5,10,0.611,4.51
A-158785,4.5,10,0.836,9.9
A-158794,4.5,10,0.646,9.05
A-158807,4.5,10,0.964,5.64
A-158829,4.5,10,0.751,9.9
A-158830,4.5,10,0.764,8.88
A-158836,4.5,10,0.78,6.34
A-187495,6.3,10,0.873,8.57
A-187497,6.3,10,0.528,5.53
A-187498,6.3,10,0.724,5.48
A-187517,6.3,10,0.827,4.75
A-187523,6.3,10,0.959,8.07
A-187537,6.3,10,0.77,9.09
A-187541,6.3,10,0.551,6.24
A-187542,6.3,10,0.858,8.46
A-187582,6.3,10,0.736,9.22
A-187584,6.3,10,0.621,5.46
A-187596,6.3,10,0.825,5.9
A-187598,6.3,10,0.599,7.58
A-187599,6.3,10,0.925,4.75
A-187609,6.3,10,0.768,9.55
A-187611,6.3,10,0.551,9.97
